#PDF_File,Minimum_Capacity(mAh),Nomial_Voltage(V),Charge_Voltage(V),Charge_Current(mAh),Charge_End_Current(mA),Dicharge_Voltage(V),Discharge_Current,Cycle,Remaining_Capacity(mAh)
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,85,1098.13579
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,85,1098.271374
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,90,1095.063025
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,95,1091.954391
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,100,1089.887041
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,105,1086.109335
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,110,1081.709794
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,115,1078.46867
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,125,1073.17339
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,135,1070.705456
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,140,1068.851797
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,145,1066.88912
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,150,1064.721867
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,155,1063.376873
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,165,1059.339956
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,170,1056.989501
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,185,1053.506134
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,200,1050.018269
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,205,1048.475203
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,215,1046.076551
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,235,1043.884148
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,245,1042.42027
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,255,1039.997731
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,270,1035.948773
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,280,1034.388321
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,290,1032.787174
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,305,1030.550776
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,310,1029.565691
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,330,1026.325497
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,355,1024.336984
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,370,1022.670237
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,400,1020.499404
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,420,1018.858959
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,455,1016.835545
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,490,1012.967421
datasheet_30.pdf,1220,3.8,4.35,850,23,3,1220,495,1010.246164
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,5,1236.647607
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,10,1219.165608
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,15,1207.17122
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,20,1195.981576
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,25,1187.552944
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,30,1182.393583
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,35,1177.685303
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,40,1173.652205
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,45,1170.318151
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,50,1167.072568
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,55,1163.687495
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,60,1160.951398
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,65,1159.401771
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,70,1157.955896
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,75,1154.743195
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,80,1152.384137
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,90,1149.895386
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,100,1147.056165
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,105,1145.16865
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,115,1140.379021
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,125,1137.259955
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,135,1133.766372
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,160,1130.250623
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,170,1128.896654
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,185,1126.717485
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,200,1122.81367
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,210,1120.766624
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,215,1119.770577
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,225,1117.778484
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,250,1113.513167
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,270,1111.293432
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,275,1110.094046
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,285,1107.892859
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,295,1105.876025
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,315,1103.611488
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,335,1099.939377
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,345,1097.980278
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,355,1096.068426
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,370,1094.460997
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,385,1092.235517
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,390,1091.047226
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,400,1088.858727
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,410,1087.074153
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,430,1084.751493
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,440,1083.028562
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,450,1081.046167
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,470,1077.323517
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,490,1075.063898
datasheet_31.pdf,1250,3.7,4.2,1250,25,2.75,1250,495,1073.894723
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,10,1038.737117
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,15,1020.409784
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,20,1002.498941
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,25,992.8592228
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,30,987.171342
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,35,981.6625824
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,40,978.5519319
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,45,974.117766
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,50,972.0236835
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,55,969.6139444
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,65,966.3875296
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,70,964.2912608
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,75,962.0497486
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,80,960.4257592
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,100,957.9413122
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,120,955.2516123
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,130,953.0817287
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,135,951.7409013
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,145,950.133747
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,155,947.7193203
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,170,943.4826345
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,180,942.0596485
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,185,940.8969036
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,190,939.5363703
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,200,936.6956635
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,210,934.4670842
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,215,933.2608968
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,220,931.5630896
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,225,929.5336325
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,230,928.3351724
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,240,926.429479
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,245,924.7620844
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,250,923.0268125
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,255,921.2689841
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,260,920.3550755
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,270,917.7458163
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,275,916.1360267
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,280,914.4739164
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,290,912.2083173
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,300,909.0020526
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,305,906.7912019
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,315,903.7714678
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,320,901.5578674
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,325,899.2642435
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,335,895.9802093
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,340,893.9258041
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,350,889.8576651
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,355,888.4963657
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,360,886.4969211
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,365,884.0401313
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,370,882.2938727
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,380,878.6648783
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,385,876.5015412
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,390,874.7193986
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,395,873.4102193
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,400,871.4527742
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,405,869.8532646
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,415,867.2234576
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,425,865.7269166
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,430,864.4269534
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,435,863.043555
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,445,860.391263
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,460,857.7019541
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,465,856.3314744
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,470,854.948076
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,475,853.2335345
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,480,852.1632008
datasheet_32.pdf,1050,3.7,4.2,1050,21,2.75,1050,495,849.7728717
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,5,1525.629044
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,10,1521.728972
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,15,1518.284595
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,20,1515.233645
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,25,1511.86197
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,30,1506.308411
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,35,1503.400831
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,40,1501.266204
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,50,1497.744119
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,55,1494.174455
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,60,1491.069574
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,70,1486.646842
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,75,1485.001507
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,80,1483.197887
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,85,1480.938474
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,90,1478.669599
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,95,1475.525701
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,105,1472.683653
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,115,1470.176613
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,120,1468.037383
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,125,1465.509568
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,135,1462.931735
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,145,1460.612669
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,150,1458.500223
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,155,1455.480034
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,165,1449.680275
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,175,1446.769606
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,180,1445.054517
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,195,1441.712397
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,210,1439.329873
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,215,1436.470083
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,225,1432.954084
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,235,1430.643821
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,240,1428.309969
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,250,1423.37823
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,255,1421.924728
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,270,1418.511862
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,280,1416.315371
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,285,1414.91079
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,295,1411.682243
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,315,1409.281574
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,340,1404.431137
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,350,1401.869159
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,355,1400.329852
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,375,1395.775123
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,395,1390.518938
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,400,1387.850467
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,410,1383.46619
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,415,1381.760125
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,430,1378.909192
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,445,1376.506111
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,455,1374.1509
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,465,1371.750212
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,470,1370.320427
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,485,1367.496662
datasheet_33.pdf,1450,3.7,4.2,1450,29,2.75,1450,495,1365.420561
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,5,3398.469388
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,10,3384.566327
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,15,3367.1875
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,20,3358.163265
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,25,3349.702381
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,30,3340.621963
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,35,3334.001458
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,40,3325.437318
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,45,3318.975667
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,50,3312.547241
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,55,3304.171669
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,60,3297.335601
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,65,3293.658379
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,75,3287.379476
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,80,3277.55102
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,90,3266.909621
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,95,3263.313138
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,100,3254.535147
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,115,3239.935065
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,120,3237.058238
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,125,3233.650278
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,130,3228.134111
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,135,3222.755102
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,145,3216.27551
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,150,3213.529856
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,160,3204.648526
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,175,3194.897959
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,185,3186.413454
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,190,3181.907378
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,195,3177.244898
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,210,3168.64564
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,220,3160.349854
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,225,3156.140042
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,235,3148.634454
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,245,3144.15503
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,265,3133.742261
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,275,3127.98656
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,285,3119.12952
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,295,3112.898611
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,300,3097.959184
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,325,3092.090123
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,335,3086.796295
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,340,3083.646617
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,355,3074.277763
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,380,3067.055394
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,395,3062.517473
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,400,3060.279667
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,410,3051.398337
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,415,3046.319242
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,420,3035.714286
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,435,3031.102826
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,450,3026.594388
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,465,3021.821566
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,485,3010.408163
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,490,3005.102041
datasheet_34.pdf,3280,3.7,4.2,3280,65.6,2.75,3280,495,3001.234365
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,5,2298.188436
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,10,2290.04954
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,15,2283.982568
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,20,2275.201699
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,25,2268.789809
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,30,2261.897419
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,35,2254.728541
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,40,2250.53758
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,45,2246.847134
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,50,2240.3011
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,55,2234.106157
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,60,2229.987261
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,65,2225.654091
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,70,2219.343459
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,75,2214.128547
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,80,2211.050045
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,85,2207.977707
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,90,2202.191083
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,100,2195.02296
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,110,2188.072878
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,115,2183.851987
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,120,2179.581438
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,130,2174.603076
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,135,2170.203822
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,140,2165.658733
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,150,2159.637948
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,160,2155.95414
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,165,2153.324841
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,170,2149.878402
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,180,2142.450955
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,190,2137.881576
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,200,2132.814343
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,205,2129.377756
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,215,2122.708186
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,225,2118.587145
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,235,2113.521383
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,240,2110.423896
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,245,2107.252047
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,255,2103.332216
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,270,2095.195632
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,275,2092.44768
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,285,2087.491823
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,300,2083.034163
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,315,2075.339078
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,320,2072.46353
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,330,2068.746795
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,345,2064.5791
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,360,2057.898089
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,380,2048.745223
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,395,2045.291285
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,405,2041.547771
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,415,2037.400116
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,430,2030.796572
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,445,2026.520594
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,455,2022.815957
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,465,2018.273885
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,470,2015.985628
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,480,2011.167728
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,490,2007.69944
datasheet_35.pdf,2150,3.7,4.2,2150,43,2.75,2150,495,2005.795099
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,5,2840.130552
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,10,2826.351639
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,15,2815.048957
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,20,2801.847595
datasheet_36.pdf,2780,3.7,4.2,2780,55.6,2.75,2780,25,2791.358025
